,state,startdate,enddate,pollster,grade,samplesize,rawpoll_clinton,rawpoll_trump,rawpoll_johnson,rawpoll_mcmullin,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,adjpoll_mcmullin,pop_type__a,pop_type__lv,pop_type__rv,pop_type__v
668,Utah,2016-10-30,2016-11-06,SurveyMonkey,0.1111111111111111,1415.0,31.0,34.0,6.0,25.0,29.66113,33.37543,3.669369,25.03381,0,1,0,0
669,Kansas,2016-10-30,2016-11-06,SurveyMonkey,0.1111111111111111,1157.5,36.0,48.0,10.0,0.0,34.66417,47.38348,7.677361,0.0,0,1,0,0
670,Maine CD-2,2016-10-14,2016-10-15,Maine People's Resource Center,0.2222222222222222,434.0,38.2,37.0,10.7,0.0,39.68312,40.5969,8.232864,0.0,0,1,0,0
671,Virginia,2016-10-10,2016-10-12,Emerson College,0.5555555555555556,600.0,46.0,43.0,6.0,0.0,46.38183,44.09948,3.933206,0.0,0,1,0,0
672,U.S.,2016-10-30,2016-11-01,YouGov,0.5555555555555556,1226.0,46.0,43.0,4.0,0.0,46.94868,43.42593,4.889163,0.0,0,1,0,0
673,Massachusetts,2016-10-30,2016-11-06,SurveyMonkey,0.1111111111111111,1226.0,56.0,29.0,7.0,0.0,54.70336,28.40532,4.677361,0.0,0,1,0,0
674,New Jersey,2016-10-30,2016-11-06,SurveyMonkey,0.1111111111111111,1192.0,53.0,37.0,4.0,0.0,51.66267,36.38264,1.677361,0.0,0,1,0,0
675,New Hampshire,2016-10-17,2016-10-19,Emerson College,0.5555555555555556,915.0,44.0,36.0,10.0,0.0,44.15458,37.28021,8.480298,0.0,0,1,0,0
676,District of Columbia,2016-11-01,2016-11-07,Google Consumer Surveys,0.5555555555555556,101.0,53.62,10.62,5.99,0.0,58.97182,16.16122,5.705791,0.0,0,1,0,0
677,Tennessee,2016-10-30,2016-11-06,SurveyMonkey,0.1111111111111111,1290.0,40.0,49.0,6.0,0.0,38.6493,48.37519,3.677361,0.0,0,1,0,0
678,New Hampshire,2016-10-03,2016-10-05,Suffolk University,0.6666666666666665,500.0,44.0,42.0,5.0,0.0,45.23138,45.92525,3.754683,0.0,0,1,0,0
679,Indiana,2016-10-03,2016-10-05,Public Opinion Strategies,0.5555555555555556,600.0,38.0,43.0,11.0,0.0,39.17811,47.43067,7.543065,0.0,0,1,0,0
680,Washington,2016-10-30,2016-11-06,SurveyMonkey,0.1111111111111111,1290.0,51.0,34.0,7.0,0.0,49.67595,33.39004,4.677361,0.0,0,1,0,0
681,Connecticut,2016-10-30,2016-11-06,SurveyMonkey,0.1111111111111111,1157.5,51.0,37.0,7.0,0.0,49.67479,36.3894,4.677361,0.0,0,1,0,0
682,Ohio,2016-10-05,2016-10-07,YouGov,0.5555555555555556,1000.0,46.0,42.0,5.0,0.0,47.58248,45.24476,3.542426,0.0,0,1,0,0
683,New Hampshire,2016-10-07,2016-10-11,University of Massachusetts Lowell,0.5555555555555556,525.0,45.0,39.0,9.0,0.0,46.10389,42.58515,6.839448,0.0,0,1,0,0
684,Wisconsin,2016-10-06,2016-10-09,Marquette University,0.8888888888888888,875.0,44.0,37.0,9.0,0.0,44.5942,40.48896,5.935861,0.0,0,1,0,0
685,Hawaii,2016-10-23,2016-11-06,Ipsos,0.7777777777777777,101.0,47.31,28.75,7.381739907109681,0.0,46.17205,27.954,4.659761409860664,0.0,0,1,0,0
686,Arizona,2016-10-22,2016-10-24,Saguaro Strategies,0.3333333333333333,2362.0,48.0,46.0,5.0,0.0,46.46861,47.52902,3.555038,0.0,0,1,0,0
687,Utah,2016-10-12,2016-10-18,Dan Jones & Associates,0.3333333333333333,802.0,25.0,30.0,5.0,29.0,24.60763,32.53017,2.833352,29.67611,0,1,0,0
688,Missouri,2016-10-30,2016-11-06,SurveyMonkey,0.1111111111111111,1116.0,40.0,48.0,8.0,0.0,38.64906,47.37506,5.677361,0.0,0,1,0,0
689,North Dakota,2016-10-04,2016-11-06,YouGov,0.5555555555555556,207.0,32.3,44.8,5.3,0.0,33.16072,47.45173,5.011562,0.0,0,1,0,0
690,Rhode Island,2016-11-01,2016-11-07,Google Consumer Surveys,0.5555555555555556,66.0,40.69,23.1,4.72,0.0,46.04168,28.64116,4.435791,0.0,0,1,0,0
691,Oregon,2016-10-30,2016-11-06,SurveyMonkey,0.1111111111111111,1463.0,51.0,35.0,7.0,0.0,49.67292,34.38836,4.677361,0.0,0,1,0,0
692,Georgia,2016-10-20,2016-10-20,Opinion Savvy/InsiderAdvantage,0.1111111111111111,552.0,46.1,50.1,2.6,0.0,45.25188,51.69992,0.8330134,0.0,0,1,0,0
693,South Carolina,2016-09-18,2016-09-26,Winthrop University,0.3333333333333333,465.0,38.0,42.0,7.381739907109681,0.0,38.76484,43.61919,4.659761409860664,0.0,0,1,0,0
694,South Carolina,2016-10-30,2016-11-06,SurveyMonkey,0.1111111111111111,1645.0,44.0,46.0,6.0,0.0,42.63008,45.36448,3.677361,0.0,0,1,0,0
695,Maine,2016-09-04,2016-09-10,SurveyUSA,0.8888888888888888,778.0,42.0,39.0,9.0,0.0,43.56977,41.55818,5.965006,0.0,0,1,0,0
696,Maryland,2016-09-17,2016-09-20,Goucher College,0.3333333333333333,525.0,58.0,25.0,6.0,0.0,59.60162,28.34767,2.789269,0.0,0,1,0,0
697,Alaska,2016-10-04,2016-11-06,YouGov,0.5555555555555556,207.0,37.4,37.7,12.0,0.0,38.2555,40.28173,11.71156,0.0,0,1,0,0
698,Minnesota,2016-09-16,2016-09-20,SurveyUSA,0.8888888888888888,618.0,46.0,39.0,6.0,0.0,47.08443,40.7751,3.283976,0.0,0,1,0,0
699,Vermont,2016-10-04,2016-11-06,YouGov,0.5555555555555556,174.0,40.5,24.5,3.4,0.0,41.36859,27.25716,3.111562,0.0,0,1,0,0
700,U.S.,2016-10-27,2016-10-30,ABC News/Washington Post,1.0,1116.0,45.0,46.0,3.0,0.0,43.40125,45.61209,3.088089,0.0,0,1,0,0
701,District of Columbia,2016-10-04,2016-11-06,YouGov,0.5555555555555556,174.0,79.8,6.8,2.2,0.0,80.67992,9.708909,1.911562,0.0,0,1,0,0
702,U.S.,2016-10-26,2016-10-31,IBD/TIPP,0.7777777777777777,1000.0,44.6,43.7,4.2,0.0,46.61572,44.16262,2.96901,0.0,0,1,0,0
703,Florida,2016-10-25,2016-10-26,Gravis Marketing,0.4444444444444445,1290.0,48.0,47.0,1.0,0.0,48.01706,47.84688,0.8480078,0.0,0,0,1,0
704,Pennsylvania,2016-09-20,2016-09-25,CNN/Opinion Research Corp.,0.7777777777777777,778.0,45.0,44.0,6.0,0.0,46.18959,44.40609,2.46961,0.0,0,1,0,0
705,U.S.,2016-09-15,2016-09-20,Marist College,0.8888888888888888,778.0,45.0,39.0,10.0,0.0,45.9667,42.27562,5.281079,0.0,0,1,0,0
706,Florida,2016-10-10,2016-10-16,Quinnipiac University,0.7777777777777777,649.0,48.0,44.0,4.0,0.0,48.7702,46.17218,1.895391,0.0,0,1,0,0
707,North Carolina,2016-09-27,2016-09-30,Elon University,0.6666666666666665,649.0,44.5,39.0,9.0,0.0,46.2679,43.02718,6.269244,0.0,0,1,0,0
708,Hawaii,2016-11-01,2016-11-07,Google Consumer Surveys,0.5555555555555556,66.0,43.62,28.72,1.32,0.0,48.95609,34.25392,1.035792,0.0,0,1,0,0
709,Colorado,2016-10-30,2016-10-30,Remington,0.3333333333333333,956.0,45.0,44.0,4.0,0.0,45.05657,43.17381,4.890526,0.0,0,1,0,0
710,Iowa,2016-10-30,2016-11-06,SurveyMonkey,0.1111111111111111,1611.0,37.0,47.0,9.0,0.0,35.6698,46.38662,6.677361,0.0,0,1,0,0
711,New Hampshire,2016-10-11,2016-10-17,University of New Hampshire,0.6666666666666665,738.0,49.0,34.0,8.0,0.0,49.05657,39.00933,6.320731,0.0,0,1,0,0
712,Massachusetts,2016-09-24,2016-10-03,Western New England University,0.7777777777777777,403.0,58.0,26.0,7.0,0.0,58.2087,30.57196,3.761415,0.0,0,1,0,0
713,Florida,2016-10-02,2016-10-04,Emerson College,0.5555555555555556,600.0,44.0,45.0,4.0,0.0,45.07722,46.12399,1.453295,0.0,0,1,0,0
714,U.S.,2016-10-08,2016-10-10,NBC News/Wall Street Journal,0.7777777777777777,802.0,46.0,37.0,8.0,0.0,46.1054,41.03543,4.918074,0.0,0,1,0,0
715,Colorado,2016-09-27,2016-09-28,Public Policy Polling,0.6666666666666665,702.0,46.0,40.0,6.0,0.0,47.13573,42.57804,3.993882,0.0,0,1,0,0
716,U.S.,2016-10-26,2016-10-29,ABC News/Washington Post,1.0,1157.5,46.0,45.0,4.0,0.0,44.39219,44.81799,3.977747,0.0,0,1,0,0
717,Utah,2016-10-10,2016-10-11,Y2 Analytics,0.3333333333333333,500.0,26.0,26.0,14.0,22.0,27.53476,31.62127,11.13561,22.81133,0,1,0,0
718,Nevada,2016-11-01,2016-11-03,Rasmussen Reports/Pulse Opinion Research,0.3333333333333333,525.0,43.0,43.0,5.0,0.0,43.66409,43.29028,5.331246,0.0,0,1,0,0
719,Pennsylvania,2016-11-01,2016-11-03,Rasmussen Reports/Pulse Opinion Research,0.3333333333333333,525.0,48.0,42.0,3.0,0.0,48.65217,42.2802,3.331246,0.0,0,1,0,0
720,New Hampshire,2016-11-01,2016-11-03,Rasmussen Reports/Pulse Opinion Research,0.3333333333333333,525.0,43.0,42.0,7.0,0.0,43.71458,42.33298,7.331246,0.0,0,1,0,0
721,North Carolina,2016-11-01,2016-11-03,Rasmussen Reports/Pulse Opinion Research,0.3333333333333333,525.0,48.0,45.0,3.0,0.0,48.64334,45.27274,3.331246,0.0,0,1,0,0
722,Ohio,2016-11-01,2016-11-03,Rasmussen Reports/Pulse Opinion Research,0.3333333333333333,525.0,44.0,43.0,6.0,0.0,44.66305,43.2894,6.331246,0.0,0,1,0,0
723,Indiana,2016-10-30,2016-11-06,SurveyMonkey,0.1111111111111111,1367.0,35.0,52.0,10.0,0.0,33.64632,51.37353,7.677361,0.0,0,1,0,0
724,Florida,2016-11-01,2016-11-03,Rasmussen Reports/Pulse Opinion Research,0.3333333333333333,525.0,45.0,46.0,3.0,0.0,45.66104,46.2877,3.331246,0.0,0,1,0,0
725,U.S.,2016-09-27,2016-09-28,Public Policy Polling,0.6666666666666665,915.0,44.0,40.0,6.0,0.0,45.03056,42.39018,3.993882,0.0,0,1,0,0
726,U.S.,2016-10-29,2016-11-02,Ipsos,0.7777777777777777,1949.0,45.5,37.3,5.4,0.0,45.64754,37.54281,5.964403,0.0,0,1,0,0
727,Pennsylvania,2016-09-28,2016-10-02,Franklin & Marshall College,0.6666666666666665,500.0,47.0,38.0,5.0,0.0,47.93417,42.42305,2.290757,0.0,0,1,0,0
728,Missouri,2016-10-17,2016-10-19,Emerson College,0.5555555555555556,600.0,39.0,47.0,5.0,0.0,39.10284,47.65942,3.480297,0.0,0,1,0,0
729,Maine,2016-10-14,2016-10-15,Maine People's Resource Center,0.2222222222222222,875.0,42.0,36.0,9.0,0.0,43.49605,39.71743,6.532865,0.0,0,1,0,0
730,Pennsylvania,2016-09-27,2016-09-28,Public Policy Polling,0.6666666666666665,875.0,45.0,39.0,6.0,0.0,45.95767,41.25998,3.993882,0.0,0,1,0,0
731,Illinois,2016-10-30,2016-11-06,SurveyMonkey,0.1111111111111111,1500.0,52.0,35.0,7.0,0.0,50.65313,34.37733,4.677361,0.0,0,1,0,0
732,Colorado,2016-10-12,2016-10-13,Magellan Strategies,0.2222222222222222,500.0,40.0,35.0,12.0,0.0,39.93337,37.88861,10.10692,0.0,0,1,0,0
733,New Hampshire,2016-10-31,2016-11-03,University of New Hampshire,0.6666666666666665,525.0,47.0,39.0,5.0,0.0,46.93525,40.43879,5.366482,0.0,0,1,0,0
734,Florida,2016-09-19,2016-09-21,Suffolk University,0.6666666666666665,500.0,44.0,45.0,3.0,0.0,46.25397,47.98354,1.006254,0.0,0,1,0,0
735,Wyoming,2016-10-04,2016-11-06,YouGov,0.5555555555555556,138.5,26.2,59.0,6.3,0.0,27.04954,61.50199,6.011562,0.0,0,1,0,0
736,Florida,2016-10-02,2016-10-05,Associated Industries of Florida,0.3333333333333333,1000.0,44.0,41.0,6.0,0.0,45.27923,45.81394,3.284759,0.0,0,1,0,0
737,Michigan,2016-11-03,2016-11-03,Mitchell Research & Communications,0.0,1000.0,46.0,41.0,7.0,0.0,44.90359,39.96661,7.294841,0.0,0,1,0,0
738,Virginia,2016-10-30,2016-11-06,SurveyMonkey,0.1111111111111111,2127.0,49.0,39.0,7.0,0.0,47.64804,38.37449,4.677361,0.0,0,1,0,0
739,Nevada,2016-10-10,2016-10-13,JMC Enterprises,0.2222222222222222,600.0,43.0,41.0,4.0,0.0,43.35809,44.44171,2.817182,0.0,0,1,0,0
740,U.S.,2016-09-15,2016-09-19,icitizen,0.3333333333333333,1000.0,42.0,37.0,5.0,0.0,45.81087,42.71049,0.8667548,0.0,0,0,1,0
741,Pennsylvania,2016-10-25,2016-10-30,Gravis Marketing,0.4444444444444445,3231.0,47.0,44.0,3.0,0.0,47.01987,44.37854,3.077624,0.0,0,0,1,0
742,Nevada,2016-10-30,2016-10-30,Remington,0.3333333333333333,778.0,44.0,48.0,4.0,0.0,44.03959,47.13308,4.890526,0.0,0,1,0,0
743,West Virginia,2016-09-13,2016-09-17,Garin-Hart-Yang Research Group,0.6666666666666665,500.0,28.0,60.0,7.381739907109681,0.0,28.20989,60.55341,4.659761409860664,0.0,0,1,0,0
744,New York,2016-10-30,2016-11-06,SurveyMonkey,0.1111111111111111,2127.0,58.0,31.0,5.0,0.0,56.65869,30.38042,2.677361,0.0,0,1,0,0
745,New Hampshire,2016-09-17,2016-09-20,Monmouth University,1.0,403.0,47.0,38.0,10.0,0.0,48.61448,40.9538,7.30696,0.0,0,1,0,0
746,Michigan,2016-10-01,2016-10-03,EPIC-MRA,0.7777777777777777,600.0,43.0,32.0,10.0,0.0,45.54119,36.32482,6.645998,0.0,0,1,0,0
747,U.S.,2016-10-25,2016-10-28,ABC News/Washington Post,1.0,1157.5,46.0,45.0,4.0,0.0,44.38908,45.02953,3.863695,0.0,0,1,0,0
748,Georgia,2016-09-20,2016-09-22,JMC Enterprises,0.2222222222222222,600.0,38.0,44.0,5.0,0.0,39.95821,46.74443,2.631842,0.0,0,1,0,0
749,U.S.,2016-11-01,2016-11-03,Rasmussen Reports/Pulse Opinion Research,0.3333333333333333,1500.0,44.0,44.0,4.0,0.0,44.66353,44.28981,4.331246,0.0,0,1,0,0
750,U.S.,2016-10-10,2016-10-11,Insights West,0.3333333333333333,956.0,42.0,37.0,6.0,0.0,42.67503,40.47198,4.008283,0.0,0,1,0,0
751,Florida,2016-09-16,2016-09-19,Monmouth University,1.0,403.0,46.0,41.0,6.0,0.0,47.16361,43.39774,3.261069,0.0,0,1,0,0
752,Pennsylvania,2016-09-19,2016-09-23,Muhlenberg College,0.8888888888888888,500.0,40.0,38.0,8.0,0.0,43.35235,42.20116,3.229014,0.0,0,1,0,0
753,Arizona,2016-10-02,2016-10-04,Emerson College,0.5555555555555556,600.0,44.0,42.0,9.0,0.0,45.11551,43.22731,6.453295,0.0,0,1,0,0
754,Colorado,2016-09-27,2016-09-29,"Keating Research, Inc.",0.5555555555555556,600.0,44.0,33.0,10.0,0.0,45.34979,37.47577,6.7972,0.0,0,1,0,0
755,Maine CD-2,2016-09-04,2016-09-10,SurveyUSA,0.8888888888888888,403.0,37.0,47.0,8.0,0.0,38.47023,49.4258,4.965006,0.0,0,1,0,0
756,Wisconsin,2016-10-04,2016-10-05,Loras College,0.4444444444444445,500.0,43.2,34.6,7.8,0.0,44.67178,39.00526,5.141739,0.0,0,1,0,0
757,Georgia,2016-10-30,2016-11-06,SurveyMonkey,0.1111111111111111,2362.0,45.0,45.0,6.0,0.0,43.62924,44.36401,3.677361,0.0,0,1,0,0
758,U.S.,2016-10-10,2016-10-12,Fox News/Anderson Robbins Research/Shaw & Company Research,0.8888888888888888,915.0,45.0,38.0,7.0,0.0,46.46299,41.26217,4.721614,0.0,0,1,0,0
759,U.S.,2016-09-11,2016-09-13,Emerson College,0.5555555555555556,802.0,41.0,43.0,9.0,0.0,43.4115,44.13499,5.530887,0.0,0,1,0,0
760,Wisconsin,2016-10-30,2016-11-06,SurveyMonkey,0.1111111111111111,1949.0,44.0,43.0,7.0,0.0,42.66507,42.38398,4.677361,0.0,0,1,0,0
761,Georgia,2016-09-15,2016-09-18,Monmouth University,1.0,403.0,42.0,45.0,8.0,0.0,42.92784,47.10165,5.223488,0.0,0,1,0,0
762,Maine CD-1,2016-09-04,2016-09-10,SurveyUSA,0.8888888888888888,372.5,49.0,31.0,9.0,0.0,50.65917,33.67707,5.965006,0.0,0,1,0,0
763,Pennsylvania,2016-09-27,2016-10-02,Quinnipiac University,0.7777777777777777,525.0,45.0,41.0,5.0,0.0,46.84443,42.9726,2.022323,0.0,0,1,0,0
764,Virginia,2016-09-27,2016-09-28,Public Policy Polling,0.6666666666666665,802.0,46.0,40.0,7.0,0.0,46.97122,42.28419,4.993882,0.0,0,1,0,0
765,U.S.,2016-10-10,2016-10-13,ABC News/Washington Post,1.0,738.0,47.0,43.0,5.0,0.0,45.57932,45.02221,3.352809,0.0,0,1,0,0
766,U.S.,2016-11-04,2016-11-06,The Times-Picayune/Lucid,0.3333333333333333,2560.5,45.0,40.0,5.0,0.0,45.2283,42.30433,3.77088,0.0,0,1,0,0
767,Iowa,2016-09-12,2016-09-14,Monmouth University,1.0,403.0,37.0,45.0,8.0,0.0,38.44572,47.79154,5.132994,0.0,0,1,0,0
768,Connecticut,2016-09-02,2016-09-05,Emerson College,0.5555555555555556,1000.0,50.0,35.0,9.0,0.0,52.75415,36.7627,5.283606,0.0,0,1,0,0
769,Virginia,2016-09-13,2016-09-21,Quinnipiac University,0.7777777777777777,649.0,45.0,39.0,8.0,0.0,47.69976,40.89589,4.483198,0.0,0,1,0,0
770,North Carolina,2016-09-18,2016-09-22,Meredith College,0.3333333333333333,500.0,38.0,35.0,6.0,0.0,42.39997,41.18401,2.360011,0.0,0,0,1,0
771,Ohio,2016-09-27,2016-10-02,Quinnipiac University,0.7777777777777777,500.0,42.0,47.0,6.0,0.0,43.90613,49.09987,3.022323,0.0,0,1,0,0
772,Ohio,2016-10-30,2016-10-30,Remington,0.3333333333333333,1192.0,43.0,48.0,3.0,0.0,43.03847,47.13038,3.890526,0.0,0,1,0,0
773,Virginia,2016-10-16,2016-10-19,Christopher Newport University,0.4444444444444445,837.0,45.0,33.0,8.0,0.0,45.99986,37.32517,5.198361,0.0,0,1,0,0
774,California,2016-10-30,2016-11-06,SurveyMonkey,0.1111111111111111,2675.5,56.0,30.0,7.0,0.0,54.65908,29.38064,4.677361,0.0,0,1,0,0
775,U.S.,2016-10-24,2016-10-27,ABC News/Washington Post,1.0,1157.5,47.0,45.0,4.0,0.0,45.38023,45.25361,3.748131,0.0,0,1,0,0
776,U.S.,2016-09-22,2016-09-25,Quinnipiac University,0.7777777777777777,1116.0,44.0,43.0,8.0,0.0,46.49196,44.91824,4.723702,0.0,0,1,0,0
777,Michigan,2016-09-18,2016-09-24,Target Insyght,0.2222222222222222,600.0,46.0,41.0,8.0,0.0,48.56359,44.53968,4.190537,0.0,0,0,1,0
778,Arkansas,2016-09-09,2016-09-13,Emerson College,0.5555555555555556,600.0,29.0,57.0,5.0,0.0,31.35981,58.0782,1.491441,0.0,0,1,0,0
779,U.S.,2016-09-15,2016-09-19,GfK Group,0.6666666666666665,1251.0,45.0,39.0,9.0,0.0,46.52656,42.7632,5.458943,0.0,0,1,0,0
780,New Hampshire,2016-09-27,2016-09-29,MassINC Polling Group,0.7777777777777777,500.0,42.0,35.0,13.0,0.0,44.13689,38.89666,9.182285,0.0,0,1,0,0
781,Pennsylvania,2016-10-30,2016-10-30,Remington,0.3333333333333333,1251.0,45.0,43.0,3.0,0.0,45.02681,42.10239,3.890526,0.0,0,1,0,0
782,North Carolina,2016-10-30,2016-10-30,Remington,0.3333333333333333,1192.0,45.0,47.0,2.0,0.0,45.01734,46.07967,2.890526,0.0,0,1,0,0
783,New Jersey,2016-09-22,2016-09-29,Stockton College,0.5555555555555556,649.0,46.2,39.8,7.381739907109681,0.0,46.14899,40.62355,4.659761409860664,0.0,0,1,0,0
784,Virginia,2016-09-06,2016-09-12,University of Mary Washington,0.3333333333333333,677.5,40.0,37.0,8.0,0.0,43.57004,40.2888,4.469591,0.0,0,1,0,0
785,Arizona,2016-10-30,2016-11-06,SurveyMonkey,0.1111111111111111,2309.0,45.0,43.0,6.0,0.0,43.66113,42.38178,3.677361,0.0,0,1,0,0
786,Florida,2016-10-30,2016-10-30,Remington,0.3333333333333333,1000.0,44.0,48.0,2.0,0.0,44.03632,47.12521,2.890526,0.0,0,1,0,0
787,Colorado,2016-09-13,2016-09-21,Quinnipiac University,0.7777777777777777,649.0,44.0,42.0,10.0,0.0,46.92688,44.18602,6.483198,0.0,0,1,0,0
788,Michigan,2016-09-27,2016-09-28,"Glengariff Group, Inc.",0.5555555555555556,600.0,42.0,35.0,9.0,0.0,45.10521,39.79032,5.23438,0.0,0,1,0,0
789,Wisconsin,2016-10-04,2016-10-04,Gravis Marketing,0.4444444444444445,1116.0,48.0,40.0,4.0,0.0,48.9113,42.72545,1.981448,0.0,0,0,1,0
790,U.S.,2016-10-28,2016-11-01,Ipsos,0.7777777777777777,1747.5,44.7,37.4,5.3,0.0,44.84936,37.84188,5.73162,0.0,0,1,0,0
791,Nevada,2016-09-27,2016-09-29,Bendixen & Amandi International,0.3333333333333333,802.0,45.0,44.0,5.0,0.0,45.68359,47.31195,2.269914,0.0,0,1,0,0
792,New Hampshire,2016-10-30,2016-11-02,University of New Hampshire,0.6666666666666665,465.0,47.0,40.0,5.0,0.0,46.95035,41.58956,5.274735,0.0,0,1,0,0
793,Pennsylvania,2016-09-12,2016-09-23,Mercyhurst University,0.3333333333333333,434.0,42.0,41.0,4.0,0.0,45.25172,44.38813,1.325874,0.0,0,1,0,0
794,Pennsylvania,2016-10-30,2016-11-06,SurveyMonkey,0.1111111111111111,2675.5,47.0,42.0,6.0,0.0,45.64625,41.37349,3.677361,0.0,0,1,0,0
795,Nevada,2016-10-27,2016-10-31,Rasmussen Reports/Pulse Opinion Research,0.3333333333333333,525.0,44.0,40.0,8.0,0.0,44.67851,40.98726,7.871296,0.0,0,1,0,0
796,New Hampshire,2016-10-27,2016-10-31,Rasmussen Reports/Pulse Opinion Research,0.3333333333333333,525.0,44.0,40.0,7.0,0.0,44.73166,41.15816,6.871296,0.0,0,1,0,0
797,North Carolina,2016-10-27,2016-10-31,Rasmussen Reports/Pulse Opinion Research,0.3333333333333333,525.0,46.0,46.0,2.0,0.0,46.65668,46.91702,1.871296,0.0,0,1,0,0
798,Pennsylvania,2016-10-27,2016-10-31,Rasmussen Reports/Pulse Opinion Research,0.3333333333333333,525.0,43.0,44.0,3.0,0.0,43.66597,44.94689,2.871296,0.0,0,1,0,0
799,Ohio,2016-10-27,2016-10-31,Rasmussen Reports/Pulse Opinion Research,0.3333333333333333,525.0,47.0,41.0,4.0,0.0,47.67741,41.98372,3.871296,0.0,0,1,0,0
800,Wisconsin,2016-09-19,2016-09-20,Emerson College,0.5555555555555556,702.0,44.5,38.4,11.0,0.0,46.83035,39.38982,7.776388,0.0,0,1,0,0
801,Pennsylvania,2016-10-31,2016-11-02,Rasmussen Reports/Pulse Opinion Research,0.3333333333333333,525.0,46.0,43.0,2.0,0.0,46.66437,43.40201,2.2395,0.0,0,1,0,0
802,North Carolina,2016-10-31,2016-11-02,Rasmussen Reports/Pulse Opinion Research,0.3333333333333333,525.0,49.0,44.0,3.0,0.0,49.65514,44.39045,3.2395,0.0,0,1,0,0
803,Ohio,2016-10-31,2016-11-02,Rasmussen Reports/Pulse Opinion Research,0.3333333333333333,525.0,45.0,43.0,5.0,0.0,45.67575,43.41626,5.2395,0.0,0,1,0,0
804,Nevada,2016-10-31,2016-11-02,Rasmussen Reports/Pulse Opinion Research,0.3333333333333333,525.0,44.0,43.0,4.0,0.0,44.67685,43.41763,4.2395,0.0,0,1,0,0
805,New Hampshire,2016-10-31,2016-11-02,Rasmussen Reports/Pulse Opinion Research,0.3333333333333333,525.0,43.0,42.0,8.0,0.0,43.72968,42.48375,8.239499,0.0,0,1,0,0
806,Florida,2016-10-27,2016-10-31,Rasmussen Reports/Pulse Opinion Research,0.3333333333333333,525.0,47.0,46.0,3.0,0.0,47.6753,46.97691,2.871296,0.0,0,1,0,0
807,Florida,2016-10-31,2016-11-02,Rasmussen Reports/Pulse Opinion Research,0.3333333333333333,525.0,45.0,45.0,3.0,0.0,45.67365,45.41362,3.2395,0.0,0,1,0,0
808,Iowa,2016-09-13,2016-09-21,Quinnipiac University,0.7777777777777777,618.0,37.0,44.0,10.0,0.0,39.92613,46.18506,6.483198,0.0,0,1,0,0
809,Illinois,2016-09-12,2016-09-12,We Ask America,0.2222222222222222,956.0,51.24,32.71,4.05,0.0,53.78482,36.37129,0.5106202,0.0,0,0,1,0
810,Colorado,2016-10-30,2016-11-06,SurveyMonkey,0.1111111111111111,2433.5,43.0,39.0,11.0,0.0,41.66988,38.38666,8.677361,0.0,0,1,0,0
811,Wisconsin,2016-10-30,2016-10-30,Remington,0.3333333333333333,1157.5,46.0,42.0,4.0,0.0,46.05051,41.15928,4.890526,0.0,0,1,0,0
812,Florida,2016-09-10,2016-09-14,Siena College,0.8888888888888888,875.0,41.0,40.0,9.0,0.0,43.65485,44.28447,4.596672,0.0,0,1,0,0
813,Ohio,2016-10-30,2016-11-06,SurveyMonkey,0.1111111111111111,2508.5,42.0,45.0,8.0,0.0,40.65551,44.37865,5.677361,0.0,0,1,0,0
814,South Carolina,2016-09-06,2016-09-12,Trafalgar Group,0.2222222222222222,1251.0,37.57,53.0,3.4,0.0,39.50399,53.11883,0.7160165,0.0,0,1,0,0
815,Illinois,2016-09-19,2016-09-21,Emerson College,0.5555555555555556,702.0,44.5,38.7,6.4,0.0,46.70921,39.53606,3.176388,0.0,0,1,0,0
816,New Jersey,2016-09-02,2016-09-05,Emerson College,0.5555555555555556,802.0,47.0,43.0,5.0,0.0,49.61557,44.57551,1.283606,0.0,0,1,0,0
817,Texas,2016-10-30,2016-11-06,SurveyMonkey,0.1111111111111111,2675.5,42.0,47.0,6.0,0.0,40.64898,46.37501,3.677361,0.0,0,1,0,0
818,Georgia,2016-10-11,2016-10-12,Landmark Communications,0.5555555555555556,1415.0,42.3,47.8,4.3,0.0,41.7777,50.55919,2.780103,0.0,0,1,0,0
819,U.S.,2016-10-29,2016-11-02,IBD/TIPP,0.7777777777777777,875.0,44.0,44.1,3.9,0.0,46.01937,44.14133,2.935885,0.0,0,1,0,0
820,Georgia,2016-09-13,2016-09-21,Quinnipiac University,0.7777777777777777,649.0,40.0,47.0,9.0,0.0,42.50415,48.646,5.483198,0.0,0,1,0,0
821,Colorado,2016-09-21,2016-09-23,YouGov,0.5555555555555556,1000.0,40.0,39.0,7.0,0.0,43.07916,42.08145,4.733987,0.0,0,1,0,0
822,U.S.,2016-10-23,2016-10-26,ABC News/Washington Post,1.0,1116.0,48.0,44.0,4.0,0.0,46.34822,44.48296,3.655703,0.0,0,1,0,0
823,Ohio,2016-10-03,2016-10-06,TargetSmart/William & Mary,0.3333333333333333,802.0,43.2,40.3,8.2,0.0,44.24525,45.02467,5.32715,0.0,0,1,0,0
824,North Carolina,2016-10-30,2016-11-06,SurveyMonkey,0.1111111111111111,2868.0,48.0,41.0,7.0,0.0,46.63873,40.3693,4.677361,0.0,0,1,0,0
