,state,startdate,enddate,pollster,grade,samplesize,rawpoll_clinton,rawpoll_trump,rawpoll_johnson,rawpoll_mcmullin,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,adjpoll_mcmullin,pop_type__a,pop_type__lv,pop_type__rv,pop_type__v,poll_wt,duration
1291,Michigan,2016-10-07,2016-10-13,Ipsos,0.777777778,1157.5,43.78,37.33,7.381739907,0,41.99179,38.17729,4.65976141,0,0,1,0,0,0.0426117,6
1292,Florida,2016-08-12,2016-08-15,Monmouth University,1,403,48,39,6,0,48.72693,43.1096,2.908921,0,0,1,0,0,0.0425929,3
1293,Vermont,2016-10-15,2016-10-19,Google Consumer Surveys,0.555555556,101,48.17,21.49,5.53,0,53.628,30.38998,3.36114,0,0,1,0,0,0.0423932,4
1294,U.S.,2016-10-15,2016-10-20,IBD/TIPP,0.777777778,778,40.2,41.1,7.7,0,42.16719,43.51225,5.217973,0,0,1,0,0,0.04231,5
1295,Florida,2016-10-13,2016-10-20,Rasmussen Reports/Pulse Opinion Research,0.333333333,875,47,41,4,0,47.65932,44.03303,2.53385,0,0,1,0,0,0.0420997,7
1296,Hawaii,2016-10-28,2016-11-03,SurveyMonkey,0.111111111,434,52,29,8,0,50.74971,28.81559,5.412099,0,0,1,0,0,0.042,6
1297,Delaware,2016-10-20,2016-11-03,Ipsos,0.777777778,138.5,44.71,33.84,7.381739907,0,43.62423,33.69183,4.65976141,0,0,1,0,0,0,14
1298,Alabama,2016-07-19,2016-07-19,Strategy Research,0.333333333,4100,33,57,7.381739907,0,34.02636,57.8704,4.65976141,0,0,0,1,0,0,0
1299,Iowa,2016-10-20,2016-10-24,Google Consumer Surveys,0.555555556,372.5,40.17,30.78,8.71,0,45.50594,38.68608,7.07594,0,0,1,0,0,0.0417508,4
1300,Wyoming,2016-10-28,2016-11-03,SurveyMonkey,0.111111111,207,21,61,9,0,19.72842,60.7787,6.412099,0,0,1,0,0,0.0416942,6
1301,Maine CD-1,2016-09-15,2016-09-17,Maine People's Resource Center,0.222222222,434,40.5,29.8,12.1,0,44.49722,33.56842,8.039738,0,0,1,0,0,0.0415846,2
1302,U.S.,2016-08-31,2016-09-04,"RKM Research and Communications, Inc.",0.666666667,1041,43.7,41.4,8,0,46.19304,43.71197,4.459194,0,0,1,0,0,0.0415812,4
1303,New Mexico,2016-11-01,2016-11-02,Zia Poll,0.333333333,1116,46,43,7,0,45.11013,40.84013,8.882912,0,0,1,0,0,0.0413943,1
1304,Massachusetts,2016-10-14,2016-10-27,Ipsos,0.777777778,500,56.14,26.81,7.381739907,0,54.48184,27.77845,4.65976141,0,0,1,0,0,0.0412867,13
1305,Montana,2016-10-20,2016-11-03,Ipsos,0.777777778,101,33.5,51.55,7.381739907,0,30.78825,49.86233,4.65976141,0,0,1,0,0,0.0412279,14
1306,Kentucky,2016-10-20,2016-10-24,Google Consumer Surveys,0.555555556,341,33.81,36.79,9.4,0,39.13094,44.50291,7.76594,0,0,1,0,0,0.0412092,4
1307,Missouri,2016-09-09,2016-09-13,Emerson College,0.555555556,600,34,47,7,0,36.35492,48.0719,3.491441,0,0,1,0,0,0.0410543,4
1308,Pennsylvania,2016-10-14,2016-10-20,Ipsos,0.777777778,552,49.13,38.7,7.381739907,0,47.79728,39.86536,4.65976141,0,0,1,0,0,0.0410296,6
1309,Idaho,2016-08-18,2016-08-31,Dan Jones & Associates,0.333333333,600,23,44,13,0,25.05725,47.54737,9.02669,0,0,1,0,0,0.040932,13
1310,Idaho,2016-10-29,2016-11-04,SurveyMonkey,0.111111111,552,30,47,6,0,28.72169,46.6231,3.513427,0,0,1,0,0,0.0408882,6
1311,Pennsylvania,2016-08-25,2016-08-28,Emerson College,0.555555556,802,45.9,42.7,6.9,0,48.33654,44.27403,3.143434,0,0,1,0,0,0.0408865,3
1312,Kansas,2016-10-07,2016-10-27,Ipsos,0.777777778,309,38.44,51.94,7.381739907,0,35.92292,52.13087,4.65976141,0,0,1,0,0,0.0408176,20
1313,U.S.,2016-10-20,2016-10-24,Rasmussen Reports/Pulse Opinion Research,0.333333333,1500,43,42,5,0,43.57005,44.38086,4.068651,0,0,1,0,0,0.0407422,4
1314,U.S.,2016-10-27,2016-11-02,USC Dornsife/LA Times,0.333333333,2969,42.47,47.5,7.381739907,0,44.13673,44.50366,4.65976141,0,0,1,0,0,0.0406808,6
1315,Vermont,2016-10-28,2016-11-03,SurveyMonkey,0.111111111,434,57,24,10,0,55.75863,23.83106,7.412099,0,0,1,0,0,0.0405675,6
1316,Rhode Island,2016-10-28,2016-11-03,SurveyMonkey,0.111111111,403,49,38,6,0,47.77635,37.86177,3.412099,0,0,1,0,0,0.0404854,6
1317,New Mexico,2016-10-29,2016-11-04,SurveyMonkey,0.111111111,802,41,36,17,0,39.72009,35.6211,14.51343,0,0,1,0,0,0.040464,6
1318,U.S.,2016-08-26,2016-08-28,Public Policy Polling,0.666666667,875,42,37,6,0,43.95049,40.11814,3.172553,0,0,1,0,0,0.040447,2
1319,Mississippi,2016-10-29,2016-11-04,SurveyMonkey,0.111111111,702,40,50,5,0,38.66422,49.55118,2.513427,0,0,1,0,0,0.040409,6
1320,Alaska,2016-08-27,2016-08-29,Moore Information,0.555555556,500,29,39,10,0,33.1209,43.67566,6.851992,0,0,1,0,0,0,2
1321,North Dakota,2016-10-28,2016-11-03,SurveyMonkey,0.111111111,286,29,56,11,0,27.74615,55.80943,8.412099,0,0,1,0,0,0.0403255,6
1322,Nevada,2016-10-07,2016-10-27,Ipsos,0.777777778,286,40.2,40.11,7.381739907,0,38.43055,40.95748,4.65976141,0,0,1,0,0,0.0401704,20
1323,Wyoming,2016-10-27,2016-11-02,SurveyMonkey,0.111111111,207,21,61,10,0,19.73032,60.98718,7.279315,0,0,1,0,0,0.0401102,6
1324,U.S.,2016-09-11,2016-09-14,Fox News/Anderson Robbins Research/Shaw & Company Research,0.888888889,875,41,40,8,0,44.45032,43.15886,4.352269,0,0,1,0,0,0.040065,3
1325,U.S.,2016-11-01,2016-11-02,Gravis Marketing,0.444444444,2433.5,47,45,3,0,47.02612,44.52409,3.647916,0,0,0,1,0,0.040048,1
1326,District of Columbia,2016-10-15,2016-10-19,Google Consumer Surveys,0.555555556,66,65.81,7.06,7.31,0,71.28476,16.14478,5.14114,0,0,1,0,0,0.0400392,4
1327,Arkansas,2016-10-07,2016-10-27,Ipsos,0.777777778,286,34.03,53.17,7.381739907,0,32.55165,54.22792,4.65976141,0,0,1,0,0,0,20
1328,U.S.,2016-10-15,2016-10-19,Ipsos,0.777777778,1192,43.5,37.9,5.4,0,43.62778,40.6391,4.360082,0,0,1,0,0,0.0398215,4
1329,Iowa,2016-08-08,2016-08-10,Suffolk University,0.666666667,500,36,37,6,0,37.93356,42.12964,3.686484,0,0,1,0,0,0.0396145,2
1330,Delaware,2016-10-27,2016-11-02,SurveyMonkey,0.111111111,403,50,36,7,0,48.71307,35.94579,4.279315,0,0,1,0,0,0,6
1331,Iowa,2016-10-07,2016-10-27,Ipsos,0.777777778,372.5,44.39,41.78,7.381739907,0,42.65582,42.81966,4.65976141,0,0,1,0,0,0.0395047,20
1332,South Carolina,2016-10-20,2016-10-24,Google Consumer Surveys,0.555555556,309,30.14,40.94,6.97,0,35.44522,48.45044,5.33594,0,0,1,0,0,0.039325,4
1333,Alabama,2016-10-20,2016-10-24,Google Consumer Surveys,0.555555556,403,22.36,56.83,3.12,0,27.66132,64.29031,1.48594,0,0,1,0,0,0,4
1334,Oregon,2016-10-20,2016-10-24,Google Consumer Surveys,0.555555556,403,48.72,25.47,6.31,0,54.05836,33.40712,4.67594,0,0,1,0,0,0.0391061,4
1335,Louisiana,2016-10-07,2016-10-27,Ipsos,0.777777778,403,34,52.56,7.381739907,0,33.06927,53.94141,4.65976141,0,0,1,0,0,0.0390336,20
1336,Wyoming,2016-10-25,2016-10-31,SurveyMonkey,0.111111111,249,22,62,10,0,20.7151,62.43554,7.034882,0,0,1,0,0,0.0388908,6
1337,Montana,2016-10-28,2016-11-03,SurveyMonkey,0.111111111,403,34,53,9,0,32.73491,52.78994,6.412099,0,0,1,0,0,0.0388719,6
1338,New Hampshire,2016-10-29,2016-11-04,SurveyMonkey,0.111111111,649,48,38,9,0,46.76273,37.67446,6.513427,0,0,1,0,0,0.0388074,6
1339,U.S.,2016-10-08,2016-10-12,Ipsos,0.777777778,2433.5,43.9,37.7,5.9,0,44.37012,40.77932,4.345835,0,0,1,0,0,0.0387165,4
1340,Tennessee,2016-10-20,2016-10-24,Google Consumer Surveys,0.555555556,372.5,27.65,43.8,5.45,0,32.97008,51.50183,3.81594,0,0,1,0,0,0.0387117,4
1341,Missouri,2016-07-20,2016-07-24,SurveyUSA,0.888888889,1949,37,47,8,0,39.80254,48.14585,5.299003,0,0,1,0,0,0.0385788,4
1342,Oklahoma,2016-10-07,2016-10-27,Ipsos,0.777777778,372.5,35.68,52.33,7.381739907,0,33.20996,52.35234,4.65976141,0,0,1,0,0,0.0385435,20
1343,U.S.,2016-10-14,2016-10-19,IBD/TIPP,0.777777778,778,40.2,41.2,7.3,0,42.19961,43.73762,4.731564,0,0,1,0,0,0.038489,5
1344,U.S.,2016-10-19,2016-10-20,Morning Consult,0.333333333,1415,42,36,9,0,43.38881,39.84465,6.324493,0,0,1,0,0,0.0382002,1
1345,Wyoming,2016-10-26,2016-11-01,SurveyMonkey,0.111111111,207,21,62,8,0,19.7246,62.2199,5.145224,0,0,1,0,0,0.0379013,6
1346,U.S.,2016-10-23,2016-10-29,CVOTER International,0.333333333,1327,48.34,47.87,7.381739907,0,46.13219,44.87441,4.65976141,0,0,1,0,0,0.0378895,6
1347,District of Columbia,2016-10-26,2016-11-01,SurveyMonkey,0.111111111,341,88,4,2,0,86.77218,4.372936,-0.8547764,0,0,1,0,0,0,6
1348,New Hampshire,2016-08-07,2016-08-08,Vox Populi Communications,0.555555556,802,41,31,11,0,44.7553,39.62329,6.572737,0,0,0,1,0,0.0376248,1
1349,District of Columbia,2016-10-27,2016-11-02,SurveyMonkey,0.111111111,309,87,5,2,0,85.7788,5.103538,-0.7206852,0,0,1,0,0,0,6
1350,U.S.,2016-10-24,2016-10-26,Rasmussen Reports/Pulse Opinion Research,0.333333333,1500,45,44,4,0,45.62489,45.85622,3.43891,0,0,1,0,0,0.0375475,2
1351,U.S.,2016-09-05,2016-09-08,ABC News/Washington Post,1,649,46,41,9,0,46.73444,43.17135,5.729719,0,0,1,0,0,0.0375229,3
1352,Arkansas,2016-10-15,2016-10-19,Google Consumer Surveys,0.555555556,249,27.32,44.58,10.11,0,32.72948,52.94476,7.941139,0,0,1,0,0,0,4
1353,Arizona,2016-08-17,2016-08-31,Arizona State University,0.333333333,702,39.9,36.8,8.3,0,42.3076,42.21799,4.48467,0,0,1,0,0,0,14
1354,Delaware,2016-10-26,2016-11-01,SurveyMonkey,0.111111111,403,50,38,6,0,48.70767,38.16546,3.145224,0,0,1,0,0,0,6
1355,Hawaii,2016-10-27,2016-11-02,SurveyMonkey,0.111111111,434,52,31,9,0,50.75174,31.03858,6.279315,0,0,1,0,0,0.0363117,6
1356,New Mexico,2016-10-24,2016-10-24,Zia Poll,0.333333333,1887,45,40,9,0,44.03213,39.66911,9.889565,0,0,1,0,0,0.0362706,0
1357,Maryland,2016-10-20,2016-10-24,Google Consumer Surveys,0.555555556,403,48.15,26,5.74,0,53.46841,33.68032,4.10594,0,0,1,0,0,0.0362614,4
1358,South Dakota,2016-10-28,2016-11-03,SurveyMonkey,0.111111111,403,31,52,15,0,29.72916,51.77998,12.4121,0,0,1,0,0,0.0362461,6
1359,Florida,2016-08-19,2016-08-22,Florida Atlantic University,0.333333333,1192,41,43,8,0,43.94205,46.32629,4.63888,0,0,1,0,0,0.0361565,3
1360,U.S.,2016-10-14,2016-10-18,Ipsos,0.777777778,1192,41.7,40.2,5.8,0,41.85366,43.04315,4.670799,0,0,1,0,0,0.036071,4
1361,U.S.,2016-10-26,2016-10-30,Rasmussen Reports/Pulse Opinion Research,0.333333333,1500,45,42,5,0,45.66885,43.19125,4.760954,0,0,1,0,0,0.0359967,4
1362,Rhode Island,2016-10-27,2016-11-02,SurveyMonkey,0.111111111,403,48,38,6,0,46.77856,38.10293,3.279315,0,0,1,0,0,0.0359777,6
1363,Delaware,2016-10-25,2016-10-31,SurveyMonkey,0.111111111,465,50,38,6,0,48.69871,38.369,3.034882,0,0,1,0,0,0,6
1364,U.S.,2016-10-20,2016-10-24,Google Consumer Surveys,0.555555556,21052,38.54,33.87,6.37,0,43.86521,41.6378,4.73594,0,0,1,0,0,0.0358558,4
1365,Nevada,2016-10-20,2016-10-28,SurveyMonkey,0.111111111,1116,43,44,11,0,41.62181,45.24725,7.611827,0,0,1,0,0,0.0357351,8
1366,South Dakota,2016-10-15,2016-10-19,Google Consumer Surveys,0.555555556,101,28.25,44.01,2.15,0,33.68052,52.60686,-0.0188603,0,0,1,0,0,0.0356592,4
1367,U.S.,2016-10-13,2016-10-18,IBD/TIPP,0.777777778,778,40,41.3,8,0,42.02549,43.94167,5.34228,0,0,1,0,0,0.0356302,5
1368,Alaska,2016-10-28,2016-11-03,SurveyMonkey,0.111111111,341,35,46,11,0,33.73786,45.79506,8.412099,0,0,1,0,0,0,6
1369,Idaho,2016-10-15,2016-10-19,Google Consumer Surveys,0.555555556,174,26.63,38.39,3.14,0,32.05873,46.96707,0.9711397,0,0,1,0,0,0.0354225,4
1370,Wyoming,2016-10-15,2016-10-19,Google Consumer Surveys,0.555555556,66,27.37,46.11,5.66,0,32.79984,54.69926,3.491139,0,0,1,0,0,0.0353985,4
1371,Delaware,2016-10-18,2016-10-26,SurveyMonkey,0.111111111,600,53,34,8,0,51.60103,35.54502,4.342578,0,0,1,0,0,0,8
1372,North Dakota,2016-10-18,2016-10-26,SurveyMonkey,0.111111111,372.5,31,52,12,0,29.62258,53.82248,8.342578,0,0,1,0,0,0.0351093,8
1373,Wyoming,2016-10-24,2016-10-30,SurveyMonkey,0.111111111,249,23,62,8,0,21.71185,62.65709,4.920829,0,0,1,0,0,0.035068,6
1374,Maryland,2016-10-20,2016-10-28,SurveyMonkey,0.111111111,915,62,27,7,0,60.61392,28.16803,3.611826,0,0,1,0,0,0.0349031,8
1375,New Mexico,2016-10-08,2016-10-16,SurveyMonkey,0.111111111,875,41,33,18,0,39.90659,35.7118,13.40994,0,0,1,0,0,0.0347499,8
1376,West Virginia,2016-10-15,2016-10-19,Google Consumer Surveys,0.555555556,101,26.82,45.26,9.31,0,32.24474,53.79311,7.14114,0,0,1,0,0,0.0346909,4
1377,West Virginia,2016-10-28,2016-11-03,SurveyMonkey,0.111111111,372.5,27,57,7,0,25.72296,56.76924,4.412099,0,0,1,0,0,0.0346868,6
1378,Maine,2016-10-29,2016-11-04,SurveyMonkey,0.111111111,649,47,39,6,0,45.75102,38.6598,3.513427,0,0,1,0,0,0.0346094,6
1379,U.S.,2016-10-26,2016-11-01,USC Dornsife/LA Times,0.333333333,3021.5,42.36,47.83,7.381739907,0,43.97671,45.01132,4.65976141,0,0,1,0,0,0.0344977,6
1380,U.S.,2016-09-01,2016-09-07,CVOTER International,0.333333333,1226,46.65,47.73,7.381739907,0,45.49213,45.4187,4.65976141,0,0,1,0,0,0.0344535,6
1381,New Hampshire,2016-10-28,2016-11-03,SurveyMonkey,0.111111111,677.5,47,37,11,0,45.76903,36.84907,8.412099,0,0,1,0,0,0.0343925,6
1382,North Dakota,2016-10-27,2016-11-02,SurveyMonkey,0.111111111,249,31,55,9,0,29.74817,55.03,6.279315,0,0,1,0,0,0.0343061,6
1383,Georgia,2016-09-14,2016-09-14,Opinion Savvy/InsiderAdvantage,0.111111111,552,42,46.3,10.1,0,43.19048,48.41807,6.23668,0,0,1,0,0,0.0342748,0
1384,New Mexico,2016-10-28,2016-11-03,SurveyMonkey,0.111111111,802,41,36,17,0,39.72561,35.77382,14.4121,0,0,1,0,0,0.0342228,6
1385,U.S.,2016-10-29,2016-10-31,The Times-Picayune/Lucid,0.333333333,2615,42,40,5,0,42.4334,42.96991,3.36684,0,0,1,0,0,0.0342,2
1386,U.S.,2016-10-07,2016-10-11,Ipsos,0.777777778,2362,44.8,36.9,5.8,0,45.34602,39.97838,4.197021,0,0,1,0,0,0.0340262,4
1387,Vermont,2016-10-27,2016-11-02,SurveyMonkey,0.111111111,434,55,24,9,0,53.76073,24.06014,6.279315,0,0,1,0,0,0.034023,6
1388,Virginia,2016-09-11,2016-09-20,Roanoke College,0.333333333,837,44,37,8,0,45.41906,41.82293,4.553642,0,0,1,0,0,0.0340146,9
1389,Massachusetts,2016-10-20,2016-10-24,Google Consumer Surveys,0.555555556,403,50.28,24.09,5.97,0,55.6419,32.33024,4.33594,0,0,1,0,0,0.0340098,4
1390,New Hampshire,2016-10-08,2016-10-16,SurveyMonkey,0.111111111,552,47,36,10,0,45.97596,39.20821,5.409944,0,0,1,0,0,0.0338248,8
1391,Virginia,2016-08-11,2016-08-14,ABC News/Washington Post,1,702,46,39,9,0,45.97437,42.36064,5.720627,0,0,1,0,0,0.0337667,3
1392,Mississippi,2016-10-28,2016-11-03,SurveyMonkey,0.111111111,677.5,40,49,5,0,38.6687,48.67521,2.412099,0,0,1,0,0,0.0337135,6
1393,U.S.,2016-08-18,2016-08-24,Quinnipiac University,0.777777778,1500,45,38,10,0,47.89716,41.04983,6.091756,0,0,1,0,0,0.0336419,6
1394,Rhode Island,2016-10-26,2016-11-01,SurveyMonkey,0.111111111,403,49,36,8,0,47.77193,36.37214,5.145224,0,0,1,0,0,0.0334892,6
1395,Maine,2016-10-20,2016-10-28,SurveyMonkey,0.111111111,403,51,36,7,0,49.65033,37.53339,3.611826,0,0,1,0,0,0.0333056,8
1396,U.S.,2016-10-22,2016-10-28,CVOTER International,0.333333333,1327,49.25,47.11,7.381739907,0,46.95495,44.28853,4.65976141,0,0,1,0,0,0.0332868,6
1397,District of Columbia,2016-10-25,2016-10-31,SurveyMonkey,0.111111111,341,88,4,3,0,86.76118,4.622556,0.0348816,0,0,1,0,0,0,6
1398,Arkansas,2016-10-29,2016-11-04,SurveyMonkey,0.111111111,778,34,55,6,0,32.70143,54.59774,3.513427,0,0,1,0,0,0,6
1399,Colorado,2016-10-20,2016-10-24,Google Consumer Surveys,0.555555556,618,40.48,26.21,6.6,0,45.816,34.11679,4.96594,0,0,1,0,0,0,4
1400,U.S.,2016-10-13,2016-10-17,Ipsos,0.777777778,1192,42.5,37.6,6,0,42.69617,40.51114,4.789091,0,0,1,0,0,0.0328005,4
1401,South Carolina,2016-10-20,2016-10-28,SurveyMonkey,0.111111111,2127,43,46,6,0,41.59939,47.02217,2.611826,0,0,1,0,0,0.0327259,8
1402,Hawaii,2016-10-26,2016-11-01,SurveyMonkey,0.111111111,434,51,30,8,0,49.74562,30.28751,5.145224,0,0,1,0,0,0.0326295,6
1403,Montana,2016-10-27,2016-11-02,SurveyMonkey,0.111111111,372.5,34,51,12,0,32.73685,51.00284,9.279315,0,0,1,0,0,0.0324015,6
1404,Arkansas,2016-10-20,2016-10-28,SurveyMonkey,0.111111111,525,36,52,6,0,34.61594,53.18832,2.611826,0,0,1,0,0,0,8
1405,Idaho,2016-10-28,2016-11-03,SurveyMonkey,0.111111111,500,30,49,6,0,28.72724,48.77665,3.412099,0,0,1,0,0,0.0323597,6
1406,Nevada,2016-10-15,2016-10-19,Google Consumer Surveys,0.555555556,249,36.7,35.81,5.29,0,42.11752,44.26346,3.12114,0,0,1,0,0,0.0320686,4
1407,Nevada,2016-08-15,2016-08-17,Suffolk University,0.666666667,500,43.8,41.6,4.8,0,47.15742,48.32507,1.651443,0,0,0,1,0,0.0319991,2
1408,Pennsylvania,2016-08-30,2016-09-02,YouGov,0.555555556,1083,45,37,6,0,48.2398,40.48473,3.144214,0,0,1,0,0,0.0319145,3
1409,Rhode Island,2016-10-18,2016-10-26,SurveyMonkey,0.111111111,525,49,37,7,0,47.64124,39.06279,3.342578,0,0,1,0,0,0.0317846,8
1410,Hawaii,2016-10-25,2016-10-31,SurveyMonkey,0.111111111,465,51,32,7,0,49.73546,32.51816,4.034882,0,0,1,0,0,0.0316673,6
1411,Nebraska,2016-10-29,2016-11-04,SurveyMonkey,0.111111111,837,34,52,8,0,32.71621,51.61623,5.513427,0,0,1,0,0,0.0316395,6
1412,Georgia,2016-10-20,2016-10-24,Google Consumer Surveys,0.555555556,465,34.06,40.4,5.31,0,39.36457,47.90213,3.67594,0,0,1,0,0,0.031567,4
1413,Kansas,2016-10-14,2016-11-03,Ipsos,0.777777778,341,37.62,52.76,7.381739907,0,35.34845,52.22886,4.65976141,0,0,1,0,0,0.0315145,20
1414,Montana,2016-10-18,2016-10-26,SurveyMonkey,0.111111111,552,35,51,9,0,33.61563,52.73301,5.342578,0,0,1,0,0,0.031408,8
1415,Oklahoma,2016-10-14,2016-11-03,Ipsos,0.777777778,434,29.68,60.28,7.381739907,0,27.4613,59.65991,4.65976141,0,0,1,0,0,0.0313985,20
1416,New York,2016-07-13,2016-07-17,Quinnipiac University,0.777777778,1116,45,33,6,0,49.80467,38.30228,1.888095,0,0,0,1,0,0.0312653,4
1417,Alaska,2016-08-09,2016-08-14,Lake Research Partners,0.666666667,500,30,38,11,0,32.56142,44.94381,8.139857,0,0,1,0,0,0,5
1418,New Hampshire,2016-08-10,2016-08-12,YouGov,0.555555556,1000,45,36,5,0,48.03999,41.55767,2.296451,0,0,1,0,0,0.031043,2
1419,North Dakota,2016-10-15,2016-10-19,Google Consumer Surveys,0.555555556,66,27.46,37.9,16.91,0,32.90636,46.6716,14.74114,0,0,1,0,0,0.0310362,4
1420,Ohio,2016-08-03,2016-08-07,Marist College,0.888888889,875,39,35,12,0,40.70068,42.15294,6.466486,0,0,0,1,0,0.0310241,4
1421,Washington,2016-08-09,2016-08-13,Elway Research,1,341,45,24,7.381739907,0,44.68377,27.7935,4.65976141,0,0,1,0,0,0.0309093,4
1422,Pennsylvania,2016-08-03,2016-08-07,Marist College,0.888888889,837,45,36,9,0,46.60334,42.98373,3.466486,0,0,0,1,0,0.0307263,4
1423,Alaska,2016-10-18,2016-10-26,SurveyMonkey,0.111111111,465,31,46,16,0,29.61746,47.75653,12.34258,0,0,1,0,0,0,8
1424,Rhode Island,2016-10-25,2016-10-31,SurveyMonkey,0.111111111,403,49,36,7,0,47.76095,36.62158,4.034882,0,0,1,0,0,0.0306833,6
1425,Vermont,2016-10-26,2016-11-01,SurveyMonkey,0.111111111,434,54,26,8,0,52.75444,26.31586,5.145224,0,0,1,0,0,0.0306448,6
1426,Louisiana,2016-10-14,2016-11-03,Ipsos,0.777777778,434,35.83,53.2,7.381739907,0,35.15545,54.00553,4.65976141,0,0,1,0,0,0.0306413,20
1427,New Mexico,2016-10-27,2016-11-02,SurveyMonkey,0.111111111,802,40,35,18,0,38.72749,34.98038,15.27931,0,0,1,0,0,0.030634,6
1428,U.S.,2016-10-23,2016-10-25,Rasmussen Reports/Pulse Opinion Research,0.333333333,1500,44,43,4,0,44.58836,45.05244,3.337899,0,0,1,0,0,0.0304419,2
1429,Arizona,2016-10-20,2016-10-24,Google Consumer Surveys,0.555555556,600,39.71,35.6,6.8,0,45.03923,43.41968,5.16594,0,0,1,0,0,0,4
1430,North Dakota,2016-10-26,2016-11-01,SurveyMonkey,0.111111111,249,32,54,10,0,30.74211,54.27621,7.145224,0,0,1,0,0,0.0303931,6
1431,Louisiana,2016-10-29,2016-11-04,SurveyMonkey,0.111111111,778,38,52,4,0,36.67789,51.56829,1.513427,0,0,1,0,0,0.0303453,6
1432,Illinois,2016-10-14,2016-10-20,Ipsos,0.777777778,372.5,57.33,27.64,7.381739907,0,56.07734,28.96604,4.65976141,0,0,1,0,0,0.0303225,6
1433,North Dakota,2016-10-25,2016-10-31,SurveyMonkey,0.111111111,286,31,53,12,0,29.73206,53.50436,9.034882,0,0,1,0,0,0.0302631,6
1434,Iowa,2016-10-14,2016-11-03,Ipsos,0.777777778,372.5,45.04,44.16,7.381739907,0,43.54958,44.45332,4.65976141,0,0,1,0,0,0.0302499,20
1435,Minnesota,2016-10-20,2016-10-24,Google Consumer Surveys,0.555555556,600,36.63,29.88,8.21,0,41.96354,37.75505,6.57594,0,0,1,0,0,0.0302132,4
1436,Nevada,2016-10-14,2016-11-03,Ipsos,0.777777778,309,47.22,41.66,7.381739907,0,45.69853,41.81907,4.65976141,0,0,1,0,0,0.0301479,20
1437,Nebraska,2016-10-15,2016-10-19,Google Consumer Surveys,0.555555556,207,31.74,38.71,6.66,0,37.16352,47.22956,4.491139,0,0,1,0,0,0.0301248,4
1438,U.S.,2016-10-25,2016-10-31,USC Dornsife/LA Times,0.333333333,3137,43.28,46.9,7.381739907,0,44.84075,44.24033,4.65976141,0,0,1,0,0,0.0301083,6
1439,West Virginia,2016-10-07,2016-10-27,Ipsos,0.777777778,138.5,36.53,55.79,7.381739907,0,35.0281,56.97746,4.65976141,0,0,1,0,0,0.0299543,20
1440,Delaware,2016-10-24,2016-10-30,SurveyMonkey,0.111111111,434,51,38,6,0,49.69563,38.57813,2.920829,0,0,1,0,0,0,6
1441,U.S.,2016-10-12,2016-10-16,Ipsos,0.777777778,1192,42.9,37.3,5.6,0,43.13176,40.27813,4.311728,0,0,1,0,0,0.0298885,4
1442,New Mexico,2016-10-15,2016-10-19,Google Consumer Surveys,0.555555556,249,40.02,26.18,13.27,0,45.44721,34.7403,11.10114,0,0,1,0,0,0.0298854,4
1443,Montana,2016-10-26,2016-11-01,SurveyMonkey,0.111111111,372.5,34,50,12,0,32.73101,50.2405,9.145224,0,0,1,0,0,0.0297616,6
1444,U.S.,2016-10-06,2016-10-10,Ipsos,0.777777778,2362,44.3,37.1,5.9,0,44.91613,40.17851,4.236327,0,0,1,0,0,0.0297381,4
1445,Mississippi,2016-10-27,2016-11-02,SurveyMonkey,0.111111111,677.5,40,48,6,0,38.67023,47.84296,3.279315,0,0,1,0,0,0.0297363,6
1446,Ohio,2016-08-29,2016-09-07,Quinnipiac University,0.777777778,778,37,41,14,0,40.02806,43.53358,10.10516,0,0,1,0,0,0.0296458,9
1447,Oklahoma,2016-10-15,2016-10-19,Google Consumer Surveys,0.555555556,249,27.45,41.34,11.55,0,32.85511,49.65648,9.38114,0,0,1,0,0,0.029634,4
1448,New Hampshire,2016-10-27,2016-11-02,SurveyMonkey,0.111111111,649,47,37,11,0,45.77118,37.08524,8.279315,0,0,1,0,0,0.0295296,6
1449,U.S.,2016-10-21,2016-10-27,CVOTER International,0.333333333,1327,48.77,47.39,7.381739907,0,46.38262,44.70895,4.65976141,0,0,1,0,0,0.0293659,6
1450,Pennsylvania,2016-10-07,2016-10-13,Ipsos,0.777777778,1157.5,46.13,41.91,7.381739907,0,44.8753,43.15136,4.65976141,0,0,1,0,0,0.0291715,6
1451,Michigan,2016-10-27,2016-11-02,Ipsos,0.777777778,341,44.24,42.29,7.381739907,0,43.0113,41.35779,4.65976141,0,0,1,0,0,0.0291589,6
1452,New Mexico,2016-10-26,2016-11-01,SurveyMonkey,0.111111111,915,42,34,18,0,40.72182,34.21096,15.14522,0,0,1,0,0,0.0291044,6
1453,Alaska,2016-10-27,2016-11-02,SurveyMonkey,0.111111111,309,35,47,12,0,33.73982,47.00998,9.279315,0,0,1,0,0,0,6
1454,Virginia,2016-09-15,2016-09-23,Christopher Newport University,0.444444444,1000,39,33,15,0,42.07753,37.47516,10.45589,0,0,1,0,0,0.0290665,8
1455,Missouri,2016-10-07,2016-10-20,Ipsos,0.777777778,309,37.03,48.14,7.381739907,0,35.23458,49.00672,4.65976141,0,0,1,0,0,0.0290244,13
1456,Kansas,2016-10-29,2016-11-04,SurveyMonkey,0.111111111,1192,36,48,10,0,34.71945,47.6203,7.513427,0,0,1,0,0,0.0289856,6
